19,-18,163,57,149,88,5,11
756,99,844,58,856,89,768,130
816,65,880,38,892,71,828,98
259,224,334,221,335,240,260,243
209,268,281,266,281,284,209,286
268,202,338,201,338,216,268,217
259,243,342,240,342,256,260,259
281,265,328,264,328,280,282,281
276,283,319,282,319,297,276,298
218,285,278,285,278,300,218,301
297,184,343,183,343,198,298,199
258,308,308,307,308,323,258,324
204,311,262,310,263,326,205,328
84,276,138,272,139,288,85,292
221,226,270,225,270,242,221,243
215,245,266,244,267,259,215,260
208,186,252,186,253,202,208,203
989,157,1030,161,1025,213,984,209
85,292,131,289,132,305,86,309
214,205,254,205,254,219,214,218
249,185,300,185,300,200,249,200
916,181,963,178,964,203,918,206
120,308,148,304,150,327,122,330
148,305,172,302,174,322,150,324
87,313,120,309,123,332,89,336
