1115,371,1182,373,1181,391,1115,390
1081,345,1143,343,1144,367,1082,369
1094,412,1172,410,1173,438,1095,439
1022,349,1090,348,1090,371,1022,372
1075,448,1137,452,1136,467,1074,463
1009,446,1061,448,1061,462,1008,459
1061,464,1114,469,1113,483,1059,479
1072,376,1113,374,1113,391,1072,393
1134,449,1179,451,1179,465,1134,463
996,379,1035,376,1037,395,997,398
1031,377,1075,375,1076,393,1031,394
1108,467,1148,469,1148,482,1107,480
1170,449,1202,454,1201,468,1169,463
1046,411,1075,415,1073,433,1044,429
1067,416,1093,417,1092,433,1067,432
