994,197,1131,186,1134,224,997,235
1129,190,1239,178,1241,203,1131,215
993,256,1081,253,1082,270,993,273
1081,249,1145,246,1146,265,1082,268
937,207,990,204,992,237,939,240
1179,318,1240,320,1239,335,1178,333
997,374,1050,377,1049,392,996,389
1051,378,1113,381,1112,396,1050,393
1028,315,1077,316,1076,330,1027,329
1095,283,1135,285,1135,303,1094,301
1111,317,1168,316,1168,333,1111,333
1115,378,1153,381,1152,397,1114,394
1038,283,1094,284,1094,300,1037,299
999,315,1029,317,1029,329,999,328
1078,316,1109,317,1109,331,1078,330
969,261,998,259,999,273,969,275
1009,283,1036,283,1036,298,1009,298
1154,382,1186,383,1186,397,1154,396
