793,533,912,613,890,651,770,570
959,408,1089,447,1080,479,950,440
747,36,854,-9,864,17,757,63
1112,195,1272,191,1273,234,1113,237
1008,52,1079,33,1085,60,1014,79
758,274,943,295,933,397,748,376
938,102,1012,92,1015,122,942,132
988,169,1081,166,1082,197,989,200
1009,87,1110,65,1116,94,1014,116
939,215,1016,215,1016,239,940,240
1068,446,1286,498,1278,537,1060,486
1026,331,1118,343,1115,373,1022,360
995,285,1087,298,1083,329,991,316
936,183,987,179,989,204,938,208
822,498,877,523,866,552,810,527
1022,207,1112,205,1113,235,1023,237
1169,298,1276,311,1272,343,1166,331
1081,164,1125,165,1124,191,1081,190
961,321,1034,333,1030,362,957,350
944,289,992,294,990,318,942,313
834,461,901,493,890,519,823,487
934,72,982,61,987,87,940,99
905,523,945,544,936,565,896,544
798,451,841,472,831,495,788,474
867,518,909,541,895,569,854,546
982,58,1009,53,1013,81,986,86
