333,217,521,208,524,268,336,277
325,135,480,129,483,218,328,225
453,289,578,280,580,308,455,318
135,88,267,82,270,174,139,180
265,357,367,342,369,364,267,378
998,22,1059,29,1057,49,996,43
920,9,997,16,995,45,918,38
307,317,410,303,413,332,310,345
522,327,625,314,629,359,527,371
442,134,506,133,508,191,443,193
202,335,264,329,267,357,204,363
455,187,509,183,510,205,456,209
456,322,542,305,545,326,460,343
250,329,301,323,303,349,252,354
331,116,368,117,368,137,331,136
358,117,389,116,390,135,358,136
