309,55,401,64,398,91,307,82
121,36,221,47,218,77,118,67
803,206,873,208,873,228,802,226
300,118,415,125,414,140,300,133
53,23,112,29,108,68,50,63
48,68,134,73,133,93,47,89
317,83,383,89,382,106,316,100
147,99,204,104,203,119,146,115
-2,67,48,70,47,89,-3,87
1,112,50,116,49,129,0,125
75,98,137,100,136,115,75,113
642,170,671,156,677,171,648,185
209,101,256,107,254,123,208,117
-2,95,37,98,36,112,-3,109
0,34,41,40,38,65,-3,60
152,114,213,124,211,138,150,128
102,116,154,119,154,133,101,130
137,76,161,77,160,94,136,93
72,115,110,117,110,132,71,130
37,95,75,98,73,114,36,111
47,115,74,116,73,130,46,129
