427,233,672,229,672,280,428,284
575,337,655,344,654,366,573,359
575,319,651,323,650,344,574,340
586,362,638,365,637,379,585,376
858,258,897,260,897,271,857,269
840,243,881,246,880,261,839,257
781,269,817,274,816,285,779,280
876,244,908,247,907,260,875,258
793,295,823,296,823,308,792,307
760,281,796,285,795,298,758,294
835,282,882,284,881,297,835,295
805,256,840,259,839,273,804,270
779,241,810,243,809,260,778,258
751,266,784,269,783,284,750,280
808,242,837,245,836,261,807,258
803,282,838,284,838,296,802,294
807,268,845,271,844,284,806,280
834,257,869,260,868,272,833,269
752,238,784,241,782,259,751,257
776,254,808,258,807,271,775,268
750,256,783,258,782,273,749,271
753,294,792,298,791,310,752,306
879,282,912,285,911,299,878,296
