216,185,380,140,404,238,240,283
274,531,356,468,370,487,287,551
369,453,419,415,429,430,379,468
82,62,92,71,53,122,43,112
505,52,565,46,567,64,506,70
151,154,163,164,117,227,105,216
676,144,729,140,730,153,678,158
713,249,761,247,762,259,713,261
729,139,763,136,764,149,730,152
45,100,56,109,20,158,10,149
632,599,662,597,663,620,633,622
540,275,589,273,589,290,540,292
549,350,602,348,603,365,550,368
285,309,320,294,325,307,290,322
704,355,759,354,759,367,704,368
698,314,735,312,735,325,699,327
710,417,754,418,754,431,710,430
524,184,577,180,578,198,525,202
717,456,774,455,774,467,717,468
346,302,375,290,379,304,351,315
291,353,343,328,349,341,297,366
772,453,814,452,814,466,772,466
317,294,350,280,355,295,321,308
661,8,696,4,697,17,662,21
724,236,762,234,763,247,724,250
420,16,430,25,388,81,377,72
346,281,373,270,378,284,351,295
306,322,348,303,354,316,312,336
341,325,371,313,377,327,347,340
760,329,806,327,807,341,760,343
140,-4,151,4,120,48,109,39
695,3,728,2,728,14,695,15
282,334,317,319,323,334,287,348
259,344,284,334,289,348,264,358
761,234,791,233,791,245,761,246
368,292,389,284,393,297,372,304
115,27,125,35,84,88,74,79
