582,256,640,268,635,293,578,281
649,218,699,221,698,235,648,231
560,148,621,147,621,175,561,176
585,237,632,243,629,265,583,259
693,165,730,166,729,180,692,179
550,168,628,172,626,202,549,198
674,183,707,185,707,199,674,198
645,147,688,147,688,165,646,166
732,145,769,144,769,159,732,160
698,204,745,206,744,220,697,218
592,284,628,293,625,309,588,300
733,203,770,205,769,222,732,219
693,147,724,148,724,162,693,161
648,201,685,205,684,217,647,214
653,183,681,185,680,199,652,198
648,167,672,168,671,183,648,182
