230,88,359,100,356,136,227,124
93,76,183,83,180,120,90,112
93,118,205,125,202,163,91,155
130,475,215,460,217,476,133,491
89,341,169,334,170,351,90,358
92,375,186,366,188,383,93,392
293,369,371,357,373,372,296,384
211,127,321,136,319,167,209,158
93,186,156,189,155,204,92,202
96,449,155,441,157,457,98,465
595,209,667,208,667,225,595,226
278,402,335,393,337,407,280,417
161,298,228,294,229,312,161,315
97,530,148,521,151,537,100,546
89,304,139,301,139,317,89,319
93,413,139,408,141,424,95,429
85,254,159,252,159,268,86,270
152,441,191,435,193,450,154,456
130,222,191,222,191,238,130,238
169,332,234,326,235,342,170,348
253,330,305,326,306,342,254,345
97,495,137,490,139,504,98,509
145,405,193,399,195,415,147,421
88,267,142,267,142,280,88,281
87,223,131,222,131,238,87,238
179,264,222,262,222,278,180,279
95,480,138,476,139,493,96,497
134,263,182,264,182,281,134,280
334,394,373,386,375,400,337,408
323,137,357,139,356,168,321,166
330,222,369,223,368,237,330,236
141,299,166,298,167,314,142,316
