1096,18,1225,-11,1233,28,1104,58
1077,123,1150,113,1154,140,1080,150
705,336,790,330,790,345,706,351
701,317,792,311,793,327,702,333
679,248,730,243,732,264,681,269
749,240,803,238,804,260,750,262
740,166,801,165,801,187,740,187
684,48,739,47,739,66,684,67
672,168,743,166,744,189,673,191
713,98,759,99,759,114,713,113
740,45,795,48,793,69,738,65
903,87,962,74,968,100,909,114
1110,151,1153,143,1156,160,1113,168
681,80,725,79,725,95,681,96
728,81,767,80,768,93,728,94
774,82,801,84,800,98,773,96
646,84,680,81,681,97,648,100
